x,y,z
6.77659,6.5113,3.41772
-7.30866,6.5073,2.05878
4.00148,6.5033,-6.45719
1.41229,6.4993,7.46757
-6.08866,6.4953,-4.55404
7.56915,6.4913,-0.755624
-5.07416,6.4873,5.67168
-0.0901424,6.4833,-7.61306
5.21169,6.4793,5.55491
-7.59865,6.4753,-0.57537
5.9952,6.47129,-4.70956
-1.23951,6.46729,7.5258
-4.17188,6.46329,-6.38915
7.39542,6.45929,1.89349
-6.73583,6.45529,3.59969
2.53592,6.45129,-7.20763
3.00053,6.44729,7.03059
-6.96486,6.44329,-3.15828
7.2727,6.43929,-2.37559
-3.75922,6.43529,6.66749
-1.73311,6.43129,-7.45888
6.31937,6.42729,4.33076
-7.58862,6.42329,1.07438
4.87164,6.41928,-5.92114
0.408119,6.41528,7.66013
-5.47799,6.41128,-5.37467
7.67313,6.40728,0.264304
-5.83869,6.40328,4.99076
0.934004,6.39928,-7.62738
4.46583,6.39528,6.25754
-7.52283,6.39128,-1.59956
6.63021,6.38728,-3.90422
-2.25217,6.38328,7.36081
-3.31332,6.37928,-6.95174
7.14152,6.37527,2.89043
-7.22133,6.37127,2.69431
3.50589,6.36727,-6.86779
2.05533,6.36327,7.43535
-6.54008,6.35927,-4.09719
7.59322,6.35527,-1.39768
-4.6565,6.35127,6.16266
-0.730043,6.34727,-7.6928
5.73621,6.34327,5.18255
-7.73374,6.33927,0.0537988
5.66836,6.33527,-5.26631
-0.622123,6.33127,7.71544
-4.75386,6.32727,-6.11282
7.6378,6.32327,1.2963
-6.50999,6.31926,4.20558
1.95981,6.31526,-7.50177
3.62254,6.31126,6.85895
-7.30752,6.30726,-2.61124
7.15502,6.30326,-3.01241
-3.24196,6.29926,7.05755
-2.37643,6.29526,-7.39745
6.75226,6.29126,3.85059
-7.58299,6.28726,1.72296
4.42908,6.28326,-6.39562
1.05334,6.27926,7.71112
-5.98827,6.27526,-4.97612
7.78008,6.27125,-0.376416
-5.48445,6.26725,5.53555
0.30641,6.26325,-7.78959
5.0383,6.25925,5.95293
-7.73947,6.25525,-0.986117
6.3753,6.25125,-4.50304
-1.66127,6.24725,7.62968
-3.93083,6.24325,-6.75059
7.46162,6.23925,2.32293
-7.07377,6.23525,3.32919
2.96968,6.23125,-7.23551
2.69931,6.22725,7.34405
-6.95427,6.22324,-3.59296
7.55781,6.21924,-2.0495
-4.19139,6.21524,6.61838
-1.38108,6.21124,-7.71447
6.23223,6.20724,4.75705
-7.8119,6.20324,0.702868
5.28866,6.19924,-5.7965
0.0162694,6.19524,7.84976
-5.31692,6.19124,-5.77918
7.82749,6.18724,0.669649
-6.22747,6.18324,4.7944
1.35344,6.17924,-7.74501
4.23579,6.17523,6.62756
-7.60335,6.17123,-2.02606
6.97851,6.16723,-3.64221
-2.68608,6.16323,7.40267
-3.02145,6.15923,-7.27563
7.14557,6.15523,3.32475
-7.51817,6.15123,2.37476
3.94068,6.14723,-6.83247
1.71068,6.14323,7.70288
-6.46745,6.13923,-4.52571
7.82924,6.13523,-1.03055
-5.07854,6.13123,6.05116
-0.343361,6.12722,-7.89552
5.58906,6.12322,5.59183
-7.90145,6.11922,-0.349465
6.06441,6.11522,-5.08203
-1.03877,6.11122,7.8469
-4.53671,6.10722,-6.49
7.73186,6.10322,1.72311
-6.8676,6.09922,3.95418
2.39341,6.09522,-7.55777
3.34211,6.09122,7.19218
-7.32489,6.08722,-3.04825
7.46293,6.08322,-2.70171
-3.67894,6.07922,7.03623
-2.04142,6.07522,-7.67622
6.69228,6.07121,4.28412
-7.83149,6.06721,1.36259
4.85576,6.06321,-6.29754
0.674183,6.05921,7.92663
-5.85273,6.05521,-5.39258
7.9613,6.05121,0.0223798
-5.88746,6.04721,5.36369
0.717899,6.04321,-7.935
4.83134,6.03921,6.33925
-7.84765,6.03521,-1.41091
6.74196,6.03121,-4.26268
-2.09224,6.02721,7.70035
-3.65884,6.0232,-7.09464
7.49327,6.0192,2.76044
-7.39256,6.0152,3.02776
3.40666,6.0112,-7.22911
2.37072,6.0072,7.635
-6.9083,6.0032,-4.0295
7.81869,5.9992,-1.69637
-4.62071,5.9952,6.53503
-1.00611,5.9912,-7.94313
6.10998,5.9872,5.17896
-8.00661,5.9832,0.309025
5.69686,5.9792,-5.6387
-0.393415,5.97519,8.00889
-5.12211,5.97119,-6.17323
7.94986,5.96719,1.09193
-6.60174,5.96319,4.56699
1.78505,5.95919,-7.82953
3.97442,5.95519,6.98138
-7.64944,5.95119,-2.46361
7.30709,5.94719,-3.35221
-3.12614,5.94319,7.40984
-2.70161,5.93919,-7.57808
7.11384,5.93519,3.76388
-7.79072,5.93119,2.03118
4.37543,5.92719,-6.76196
1.34231,5.92318,7.94444
-6.35879,5.91918,-4.95269
8.03715,5.91518,-0.644065
-5.49437,5.91118,5.90507
0.0620865,5.90718,-8.06854
5.40677,5.90318,5.99327
-8.03814,5.89918,-0.766824
6.44709,5.89518,-4.8664
-1.46866,5.89118,7.94588
-4.28639,5.88718,-6.85332
7.79294,5.88318,2.15832
-7.20656,5.87918,3.67434
2.83432,5.87517,-7.57951
3.03149,5.87117,7.50596
-7.30836,5.86717,-3.48772
7.7475,5.86317,-2.3663
-4.1171,5.85917,6.97994
-1.68014,5.85517,-7.93058
6.59855,5.85117,4.71412
-8.05271,5.84717,0.982048
5.27746,5.84317,-6.16488
0.273475,5.83917,8.11353
-5.68463,5.83517,-5.79964
8.11216,5.83117,0.436224
-6.27949,5.82717,5.1587
1.14556,5.82316,-8.04851
4.59402,5.81916,6.71062
-7.92334,5.81516,-1.84515
7.09203,5.81116,-3.99168
-2.53352,5.80716,7.73681
-3.35963,5.80316,-7.41864
7.49132,5.79916,3.20154
-7.68966,5.79516,2.69913
3.84778,5.79116,-7.18729
2.01889,5.78716,7.90145
-6.82867,5.78316,-4.46368
8.05346,5.77916,-1.32031
-5.04787,5.77516,6.41612
-0.612586,5.77115,-8.14362
5.95504,5.76715,5.59263
-8.17163,5.76315,-0.102791
6.09671,5.75915,-5.44631
-0.816381,5.75515,8.13706
-4.89662,5.75115,-6.55343
8.03987,5.74715,1.52668
-6.96173,5.74315,4.30703
2.22429,5.73915,-7.88129
3.68532,5.73515,7.31618
-7.66153,5.73115,-2.90772
7.61593,5.72715,-3.03273
-3.56794,5.72315,7.38346
-2.35785,5.71914,-7.85697
7.04753,5.71514,4.2035
-8.03868,5.71114,1.66206
4.80599,5.70714,-6.65815
0.95455,5.70314,8.15862
-6.21604,5.69914,-5.37407
8.21641,5.69514,-0.236778
-5.90022,5.69114,5.72698
0.481779,5.68714,-8.21123
5.19193,5.68314,6.38324
-8.14299,5.67914,-1.19961
6.81672,5.67513,-4.61792
-1.90723,5.67113,8.01254
-4.00608,5.66713,-7.19965
7.82002,5.66313,2.60312
-7.52692,5.65913,3.36447
3.27808,5.65513,-7.56794
2.69438,5.65113,7.79776
-7.25671,5.64713,-3.93066
8.00853,5.64313,-2.00464
-4.55221,5.63913,6.8904
-1.29667,5.63513,-8.15868
6.46968,5.63113,5.14137
-8.24617,5.62713,0.579815
5.69031,5.62313,-6.00006
-0.144438,5.61912,8.27071
-5.48245,5.61512,-6.19783
8.23192,5.61112,0.866524
-6.65717,5.60712,4.92365
1.58492,5.60312,-8.12976
4.32475,5.59912,7.06728
-7.96555,5.59512,-2.29013
7.4227,5.59112,-3.69364
-2.98064,5.58712,7.7395
-3.03159,5.58312,-7.72258
7.45457,5.57912,3.64732
-7.96293,5.57512,2.34732
4.28872,5.57111,-7.11123
1.64223,5.56711,8.14312
-6.71399,5.56311,-4.89634
8.26072,5.55911,-0.925625
-5.46885,5.55511,6.26358
-0.198992,5.55111,-8.31538
5.7659,5.54711,5.99866
-8.30633,5.54311,-0.528076
6.48457,5.53911,-5.22194
-1.25405,5.53511,8.23347
-4.63883,5.53111,-6.92012
8.0977,5.52711,1.96933
-7.30432,5.5231,4.01774
2.67241,5.5191,-7.89922
3.36683,5.5151,7.63204
-7.64059,5.5111,-3.35397
7.9025,5.5071,-2.68744
-4.01254,5.5031,7.32225
-1.98851,5.4991,-8.11207
6.94836,5.4951,4.63941
-8.26022,5.4911,1.27148
5.2332,5.4871,-6.51962
0.545818,5.4831,8.34492
-6.04163,5.4791,-5.78604
8.36591,5.47509,0.186973
-6.29669,5.47109,5.51533
0.917213,5.46709,-8.32284
4.94762,5.46309,6.75838
-8.2157,5.45909,-1.64336
7.17004,5.45509,-4.33965
-2.35581,5.45109,8.04585
-3.6994,5.44709,-7.5262
7.81355,5.44309,3.05306
-7.82602,5.43909,3.02816
3.72586,5.43509,-7.52182
2.3348,5.43109,8.06548
-7.17117,5.42708,-4.37276
8.24399,5.42308,-1.62072
-4.98521,5.41908,6.76618
-0.895339,5.41508,-8.35914
6.30763,5.41108,5.56184
-8.41058,5.40708,0.160177
6.09501,5.40308,-5.80152
-0.575067,5.39908,8.39757
-5.24884,5.39508,-6.58353
8.32005,5.39108,1.30884
-7.02091,5.38708,4.65685
2.03146,5.38308,-8.17898
4.02675,5.37908,7.40613
-7.97455,5.37508,-2.74137
7.73408,5.37107,-3.36682
-3.42918,5.36707,7.70942
-2.67841,5.36307,-8.00397
7.38405,5.35907,4.09342
-8.21219,5.35507,1.97059
4.72529,5.35107,-7.00269
1.24481,5.34707,8.35819
-6.56605,5.34307,-5.32341
8.44,5.33907,-0.510655
-5.87984,5.33507,6.07985
0.230345,5.33107,-8.45734
5.54504,5.32706,6.39334
-8.40995,5.32306,-0.968406
6.85711,5.31906,-4.96866
-1.70197,5.31506,8.2978
-4.35183,5.31106,-7.27009
8.12233,5.30706,2.42134
-7.62677,5.30306,3.70269
3.12497,5.29906,-7.88381
3.02255,5.29506,7.92632
-7.58535,5.29106,-3.80357
8.16473,5.28706,-2.32037
-4.45566,5.28306,7.22747
-1.5976,5.27906,-8.34142
6.81487,5.27505,5.07261
-8.45399,5.27105,0.86376
5.65306,5.26705,-6.34831
0.120387,5.26305,8.5021
-5.83393,5.25905,-6.18931
8.48509,5.25505,0.622706
-6.68017,5.25105,5.27274
1.36396,5.24705,-8.40286
4.6721,5.24305,7.11912
-8.25647,5.23905,-2.09357
7.50516,5.23505,-4.03323
-2.80998,5.23105,8.04613
-3.36453,5.22705,-7.83313
7.77455,5.22304,3.50373
-8.10226,5.21904,2.66737
4.17332,5.21504,-7.44223
1.95094,5.21104,8.30896
-7.0535,5.20704,-4.80987
8.45269,5.20304,-1.21672
-5.41201,5.19904,6.60909
-0.474385,5.19504,-8.5315
6.11485,5.19104,5.97175
-8.54513,5.18704,-0.274505
6.48784,5.18304,-5.57172
-1.02006,5.17904,8.49335
-4.98685,5.17503,-6.95344
8.37617,5.17103,1.76071
-7.36749,5.16703,4.36141
2.48667,5.16303,-8.19509
3.70363,5.15903,7.72448
-7.9504,5.15503,-3.19638
8.02357,5.15103,-3.01484
-3.88046,5.14703,7.64527
-2.30412,5.14303,-8.26077
7.28026,5.13903,4.53742
-8.43548,5.13503,1.57295
5.15857,5.13103,-6.86015
0.830947,5.12703,8.54536
-6.38575,5.12302,-5.74255
8.59007,5.11902,-0.0796753
-6.28161,5.11502,5.86327
0.670952,5.11102,-8.56897
5.29374,5.10702,6.77456
-8.48202,5.10302,-1.41935
7.21484,5.09902,-4.68467
-2.15564,5.09502,8.33031
-4.03726,5.09102,-7.60145
8.11406,5.08702,2.87824
-7.92925,5.08302,3.36005
3.57761,5.07902,-7.83609
2.65441,5.07502,8.19746
-7.49689,5.07101,-4.25223
8.40249,5.06701,-1.92966
-4.89317,5.06301,7.1009
-1.18727,5.05901,-8.54382
6.64887,5.05501,5.49904
-8.61953,5.05101,0.437066
6.06181,5.04701,-6.14672
-0.319404,5.04301,8.62937
-5.59545,5.03901,-6.58022
8.57317,5.03501,1.07215
-7.04741,5.03101,5.0023
1.81957,5.02701,-8.45094
4.36846,5.02301,7.4623
-8.26426,5.019,-2.5518
7.81939,5.015,-3.70228
-3.26727,5.011,8.01342
-3.0051,5.007,-8.11784
7.70169,5.003,3.95651
-8.35366,4.999,2.28612
4.61805,4.995,-7.32964
1.54683,4.991,8.52627
-6.90215,4.987,-5.24311
8.63334,4.983,-0.796962
-5.83034,4.979,6.42003
-0.0380933,4.975,-8.67456
5.88961,4.97099,6.37194
-8.64933,4.96699,-0.71976
6.86672,4.96299,-5.31195
-1.475,4.95899,8.55761
-4.69464,4.95499,-7.3081
8.40058,4.95099,2.21765
-7.69509,4.94699,4.03893
2.94613,4.94299,-8.17846
3.35345,4.93899,8.02252
-7.89415,4.93499,-3.65081
8.28963,4.93099,-2.6396
-4.33016,4.92699,7.54815
-1.90679,4.92299,-8.49284
7.145,4.91898,4.9752
-8.63165,4.91498,1.15654
5.58452,4.91098,-6.68546
0.398751,4.90698,8.70417
-6.17558,4.90298,-6.15004
8.71015,4.89898,0.364998
-6.67053,4.89498,5.61634
1.12462,4.89098,-8.64948
5.01511,4.88698,7.13906
-8.52219,4.88298,-1.87851
7.55458,4.87898,-4.37309
-2.6167,4.87498,8.32992
-3.69873,4.87097,-7.91157
8.07379,4.86697,3.33565
-8.2092,4.86297,2.99342
4.03174,4.85897,-7.75471
2.26644,4.85497,8.44349
-7.37686,4.85097,-4.69575
8.61386,4.84697,-1.5193
-5.32625,4.84297,6.94095
-0.761859,4.83897,-8.71802
6.4527,4.83497,5.91487
-8.75567,4.83097,-0.00431053
6.46034,4.82697,-5.91307
-0.76909,4.82296,8.72625
-5.32916,4.81896,-6.9554
8.62975,4.81496,1.53087
-7.39896,4.81096,4.70213
2.27958,4.80696,-8.46739
4.04023,4.80296,7.78512
-8.23942,4.79896,-3.01363
8.11299,4.79496,-3.34482
-3.72332,4.79096,7.94881
-2.62505,4.78696,-8.37819
7.5961,4.78296,4.40711
-8.5801,4.77896,1.88241
5.05596,4.77495,-7.18589
1.1267,4.77095,8.71599
-6.71899,4.76695,-5.66846
8.7855,4.76295,-0.35949
-6.23648,4.75895,6.20151
0.409097,4.75495,-8.78767
5.63447,4.75095,6.75878
-8.72239,4.74695,-1.17744
7.22844,4.74295,-5.02535
-1.9354,4.73895,8.5905
-4.37536,4.73495,-7.64438
8.39217,4.73095,2.68135
-8.00108,4.72694,3.69307
3.40545,4.72294,-8.12999
2.97986,4.71894,8.29771
-7.80442,4.71494,-4.10613
8.53032,4.71094,-2.24515
-4.77412,4.70694,7.41973
-1.49044,4.70294,-8.69833
6.97665,4.69894,5.40798
-8.79948,4.69494,0.725694
5.99932,4.69094,-6.481
-0.0474891,4.68694,8.83348
-5.93374,4.68294,-6.54682
8.79983,4.67894,0.818903
-7.04324,4.67493,5.34207
1.58692,4.67093,-8.69851
4.70719,4.66693,7.48746
-8.53082,4.66293,-2.3414
7.87358,4.65893,-4.03745
-3.08073,4.65493,8.29703
-3.33422,4.65093,-8.20072
8.00019,4.64693,3.79513
-8.46451,4.64293,2.60677
4.48308,4.63893,-7.64083
1.85659,4.63493,8.66432
-7.22368,4.63093,-5.13547
8.79748,4.62693,-1.09358
-5.75087,4.62292,6.74952
-0.319335,4.61892,-8.86361
6.2246,4.61492,6.32115
-8.8618,4.61092,-0.45593
6.84503,4.60692,-5.64994
-1.23058,4.60292,8.79197
-5.03312,4.59892,-7.31558
8.655,4.59492,1.99439
-7.73173,4.59092,4.37537
2.74574,4.58692,-8.4511
3.68536,4.58292,8.08795
-8.18291,4.57892,-3.47469
8.38343,4.57491,-2.9645
-4.17967,4.57091,7.85093
-2.2223,4.56691,-8.61421
7.45949,4.56291,4.85138
-8.77974,4.55891,1.46029
5.48833,4.55491,-7.00935
0.688518,4.55091,8.87779
-6.50642,4.54691,-6.08212
8.90806,4.54291,0.0913968
-6.63142,4.53891,5.95168
0.869159,4.53491,-8.87013
5.35245,4.53091,7.12897
-8.76397,4.52691,-1.64313
7.57364,4.5229,-4.70992
-2.40308,4.5189,8.59097
-4.03256,4.5149,-7.95953
8.35138,4.5109,3.1474
-8.28576,4.5069,3.32174
3.86625,4.5029,-8.04836
2.58684,4.4989,8.54799
-7.68244,4.4949,-4.55807
8.74558,4.4909,-1.82938
-5.21373,4.4869,7.25843
-1.05934,4.4829,-8.87589
6.77715,4.4789,5.83178
-8.93856,4.4749,0.278333
6.40406,4.47089,-6.24493
-0.50333,4.46689,8.93272
-5.66282,4.46289,-6.92929
8.85831,4.45889,1.28401
-7.40052,4.45489,5.03848
2.05339,4.45089,-8.71626
4.37318,4.44689,7.81668
-8.50679,4.44289,-2.80984
8.17225,4.43889,-3.67568
-3.54336,4.43489,8.23264
-2.94741,4.43089,-8.46641
7.8943,4.42689,4.25238
-8.69523,4.42288,2.19797
4.92751,4.41888,-7.4962
1.42891,4.41488,8.85816
-7.03912,4.41088,-5.56731
8.95301,4.40688,-0.650382
-6.16329,4.40288,6.52905
0.13599,4.39888,-8.9795
5.967,4.39488,6.71416
-8.93723,4.39088,-0.919821
7.21261,4.38688,-5.36037
-1.69946,4.38288,8.82622
-4.71039,4.37888,-7.65753
8.6479,4.37488,2.46461
-8.04301,4.37087,4.02561
3.21364,4.36687,-8.40256
3.30743,4.36287,8.36817
-8.0934,4.35887,-3.93664
8.62868,4.35487,-2.56533
-4.63208,4.35087,7.721
-1.80083,4.34687,-8.82393
7.29024,4.34287,5.29074
-8.95129,4.33887,1.02403
5.91119,4.33487,-6.80197
0.236531,4.33087,9.01042
-6.26259,4.32687,-6.48523
9.0005,4.32286,0.551257
-7.01158,4.31886,5.67319
1.33768,4.31486,-8.92147
5.04152,4.31086,7.48328
-8.77433,4.30686,-2.11235
7.89926,4.30286,-4.36887
-2.87363,4.29886,8.55933
-3.66409,4.29486,-8.254
8.27925,4.29086,3.61144
-8.54669,4.28686,2.92864
4.32422,4.28286,-7.93462
2.1722,4.27886,8.77342
-7.52996,4.27486,-5.00253
8.93364,4.27085,-1.39636
-5.64492,4.26685,7.06604
-0.611333,4.26285,-9.02521
6.54896,4.25885,6.24286
-9.04784,4.25485,-0.181225
6.79506,4.25085,-5.97975
-0.970852,4.24685,9.00121
-5.36591,4.24285,-7.29419
8.88533,4.23885,1.75589
-7.73916,4.23485,4.70866
2.52595,4.23085,-8.7017
4.01667,4.22685,8.12405
-8.45062,4.22285,-3.27942
8.44798,4.21884,-3.29136
-4.00632,4.21484,8.13539
-2.54229,4.21084,-8.70664
7.75658,4.20684,4.70509
-8.89942,4.20284,1.77101
5.3665,4.19884,-7.31918
0.987692,4.19484,9.02373
-6.82403,4.19084,-5.98911
9.07925,4.18684,-0.193972
-6.56468,4.18284,6.27765
0.59967,4.17884,-9.06519
5.68112,4.17484,7.09194
-8.98152,4.17083,-1.39157
7.5639,4.16683,-5.04231
-2.17126,4.16283,8.8293
-4.3625,4.15883,-7.97952
8.60877,4.15483,2.93708
-8.33326,4.15083,3.65067
3.67893,4.14683,-8.32282
2.90826,4.14283,8.62433
-7.97197,4.13883,-4.3952
8.84883,4.13483,-2.14507
-5.07644,4.13083,7.56082
-1.36268,4.12683,-9.00624
7.09019,4.12282,5.72115
-9.09444,4.11882,0.571419
6.32082,4.11482,-6.56624
-0.227062,4.11082,9.11315
-5.99002,4.10682,-6.87413
9.06212,4.10282,1.02222
-7.37375,4.09882,5.36913
1.81237,4.09482,-8.94135
4.70481,4.09082,7.81857
-8.75242,4.08682,-2.58709
8.20268,4.08282,-4.00582
-3.34472,4.07882,8.49565
-3.2736,4.07481,-8.52522
8.1744,4.07081,4.07525
-8.7819,4.06681,2.51779
4.77711,4.06281,-7.78927
1.73997,4.05881,8.9721
-7.34532,4.05481,-5.44103
9.09328,4.05081,-0.950387
-6.06555,4.04681,6.84342
-0.150702,4.04281,-9.14511
6.29017,4.03881,6.64242
-9.12687,4.03481,-0.648532
7.17037,4.03081,-5.68669
-1.44563,4.0268,9.03853
-5.04091,4.0228,-7.6424
8.88122,4.0188,2.23007
-8.05747,4.0148,4.35415
3.00019,4.0108,-8.65519
3.63546,4.0068,8.41005
-8.36341,4.0028,-3.7458
8.69935,3.9988,-2.88632
-4.46531,3.9948,8.00641
-2.11661,3.9908,-8.92152
7.58888,3.9868,5.14921
-9.07601,3.9828,1.32793
5.79603,3.9788,-7.11163
0.530684,3.97479,9.16075
-6.58094,3.97079,-6.39719
9.1755,3.96679,0.273459
-6.95139,3.96279,5.99787
1.07388,3.95879,-9.12002
5.3701,3.95479,7.45129
-8.99436,3.95079,-1.86889
7.89577,3.94679,-4.6989
-2.64799,3.94279,8.80014
-3.99311,3.93879,-8.27895
8.53771,3.93479,3.40953
-8.59995,3.93079,3.25419
4.14343,3.92679,-8.2105
2.49188,3.92278,8.85451
-7.81913,3.91878,-4.84813
9.04202,3.91478,-1.70775
-5.5143,3.91078,7.36873
-0.912157,3.90678,-9.15997
6.86021,3.90278,6.14051
-9.20805,3.89878,0.106761
6.71846,3.89478,-6.30023
-0.697806,3.89078,9.18558
-5.68995,3.88678,-7.24689
9.09255,3.88278,1.49985
-7.7188,3.87878,5.03738
2.28878,3.87478,-8.93015
4.34386,3.87077,8.13314
-8.69865,3.86677,-3.06292
8.48441,3.86277,-3.61853
-3.81204,3.85877,8.40108
-2.86502,3.85477,-8.77111
8.038,3.85077,4.53454
-8.99151,3.84677,2.08689
5.22087,3.84277,-7.61418
1.29439,3.83877,9.14267
-7.13043,3.83477,-5.86954
9.2242,3.83077,-0.489173
-6.47197,3.82677,6.59314
0.318122,3.82276,-9.235
6.00337,3.81876,7.02685
-9.17497,3.81476,-1.12581
7.52683,3.81076,-5.36889
-1.92321,3.80676,9.04488
-4.69099,3.80276,-7.9708
8.84492,3.79876,2.70865
-8.35287,3.79476,3.9786
3.47174,3.79076,-8.57772
3.2332,3.78676,8.67219
-8.24375,3.78276,-4.21085
8.9245,3.77876,-2.4646
-4.91622,3.77476,7.84742
-1.67441,3.77075,-9.10921
7.38948,3.76675,5.58634
-9.22385,3.76275,0.873048
6.21232,3.75875,-6.87597
0.062191,3.75475,9.26812
-6.3079,3.75075,-6.79281
9.24138,3.74675,0.747455
-7.32014,3.74275,5.69275
1.55419,3.73875,-9.14365
5.03178,3.73475,7.79313
-8.97616,3.73075,-2.34735
8.20551,3.72675,-4.3337
-3.12526,3.72274,8.73922
-3.59993,3.71874,-8.55637
8.43591,3.71474,3.87764
-8.84104,3.71074,2.84016
4.60288,3.70674,-8.06682
2.05595,3.70274,9.05885
-7.63679,3.69874,-5.29139
9.20691,3.69474,-1.25765
-5.94169,3.69074,7.14666
-0.446929,3.68674,-9.28484
6.60289,3.68274,6.54517
-9.29157,3.67874,-0.36551
7.10052,3.67473,-6.00657
-1.17796,3.67073,9.22703
-5.36555,3.66673,-7.60039
9.09204,3.66273,1.9797
-8.04367,3.65873,4.68114
2.76902,3.65473,-8.88682
3.96235,3.65073,8.42448
-8.61404,3.64673,-3.53549
8.74197,3.64273,-3.21067
-4.27749,3.63873,8.27422
-2.43602,3.63473,-8.99192
7.87182,3.63073,4.98521
-9.17373,3.62673,1.63999
5.65711,3.62272,-7.40763
0.833103,3.61872,9.28498
-6.88774,3.61472,-6.28433
9.32536,3.61072,-0.0170323
-6.86548,3.60672,6.31322
0.797443,3.60272,-9.29433
5.69161,3.59872,7.39289
-9.19186,3.59472,-1.60861
7.86539,3.59072,-5.02419
-2.40575,3.58672,9.0193
-4.31974,3.58272,-8.27671
8.77694,3.57872,3.18718
-8.62595,3.57471,3.57972
3.94257,3.57071,-8.46795
2.81389,3.56671,8.90845
-8.09292,3.56271,-4.67031
9.12358,3.55871,-2.02383
-5.36077,3.55471,7.65677
-1.21998,3.55071,-9.26845
7.16038,3.54671,6.01247
-9.3427,3.54271,0.403992
6.61679,3.53871,-6.61027
-0.413343,3.53471,9.34532
-6.00754,3.53071,-7.17242
9.27624,3.52671,1.23031
-7.67199,3.5227,5.36015
2.03613,3.5187,-9.13635
4.6694,3.5147,8.1144
-8.92588,3.5107,-2.82908
8.4938,3.5067,-3.94441
-3.5987,3.5027,8.64757
-3.18667,3.4987,-8.80933
8.30196,3.4947,4.34334
-9.05678,3.4907,2.40618
5.05316,3.4867,-7.89357
1.60455,3.4827,9.2356
-7.42323,3.4787,-5.72664
9.34337,3.4747,-0.792365
-6.35486,3.47069,6.8971
0.0286763,3.46669,-9.37983
6.31626,3.46269,6.93647
-9.34445,3.45869,-0.847734
7.46377,3.45469,-5.68834
-1.66309,3.45069,9.23726
-5.01464,3.44669,-7.9356
9.05962,3.44269,2.46396
-8.34571,3.43869,4.30402
3.24866,3.43469,-8.81187
3.55796,3.43069,8.69318
-8.49725,3.42669,-4.00682
8.9734,3.42268,-2.78628
-4.73682,3.41868,8.11635
-1.9906,3.41468,-9.18572
7.67419,3.41068,5.429
-9.32731,3.40668,1.18141
6.08189,3.40268,-7.17164
0.360403,3.39868,9.39782
-6.61531,3.39468,-6.68684
9.39629,3.39068,0.461586
-7.24254,3.38668,6.00634
1.28283,3.38268,-9.32265
5.35273,3.37868,7.74163
-9.17786,3.37467,-2.09248
8.18302,3.37067,-4.65584
-2.88882,3.36667,8.96215
-3.92484,3.36267,-8.56085
8.67836,3.35867,3.66134
-8.87427,3.35467,3.16124
4.40838,3.35067,-8.32701
2.37513,3.34667,9.11913
-7.91273,3.34267,-5.12008
9.29485,3.33867,-1.56812
-5.7949,3.33467,7.43634
-0.750877,3.33067,-9.39909
6.90409,3.32667,6.42393
-9.43156,3.32266,-0.0748966
7.00579,3.31866,-6.31707
-0.898295,3.31466,9.39181
-5.68301,3.31066,-7.53279
9.27986,3.30666,1.71759
-8.00378,3.30266,5.00319
2.52195,3.29866,-9.09718
4.28659,3.29466,8.41251
-8.84407,3.29066,-3.30968
8.75808,3.28666,-3.53468
-4.07037,3.28266,8.52386
-2.75738,3.27866,-9.03589
8.13718,3.27465,4.8024
-9.24531,3.27065,1.95629
5.49608,3.26665,-7.68909
1.142,3.26265,9.38355
-7.18049,3.25865,-6.14994
9.45025,3.25465,-0.316202
-6.75531,3.25065,6.61809
0.510202,3.24665,-9.44452
6.00301,3.24265,7.31089
-9.3663,3.23865,-1.33548
7.80933,3.23465,-5.34336
-2.14872,3.23065,9.21661
-4.64049,3.22665,-8.24952
8.9957,3.22264,2.94821
-8.62564,3.21864,3.90368
3.72339,3.21464,-8.70646
3.13443,3.21064,8.93684
-8.34945,3.20664,-4.4726
9.17899,3.20264,-2.34291
-5.18595,3.19864,7.92935
-1.53075,3.19464,-9.35153
7.44701,3.19064,5.8619
-9.45215,3.18664,0.708678
6.49152,3.18264,-6.90877
-0.121591,3.17864,9.48059
-6.31571,3.17464,-7.07344
9.4362,3.17063,0.951396
-7.60135,3.16663,5.6738
1.77208,3.16263,-9.31974
4.9899,3.15863,8.06994
-9.132,3.15463,-2.5797
8.47714,3.15063,-4.26751
-3.36805,3.14663,8.8744
-3.5121,3.14263,-8.81981
8.54683,3.13863,4.13529
-9.09662,3.13463,2.725
4.86703,3.13063,-8.15544
1.92095,3.12663,9.30237
-7.70152,3.12262,-5.562
9.43717,3.11862,-1.10179
-6.21485,3.11462,7.18851
-0.273747,3.11062,-9.49995
6.61697,3.10662,6.82382
-9.48992,3.10262,-0.561473
7.37749,3.09862,-5.99761
-1.38822,3.09462,9.40724
-5.33208,3.09062,-7.87509
9.25265,3.08662,2.20482
-8.3128,3.08262,4.62545
3.00501,3.07862,-9.02729
3.87886,3.07462,8.68914
-8.731,3.07061,-3.78695
8.99705,3.06661,-3.10629
-4.53598,3.06261,8.36931
-2.30957,3.05861,-9.23638
7.94348,3.05461,5.25075
-9.40529,3.05061,1.49478
5.9258,3.04661,-7.45675
0.663488,3.04261,9.50275
-6.90958,3.03861,-6.55931
9.52695,3.03461,0.168723
-7.13941,3.03061,6.31223
1.00009,3.02661,-9.47837
5.66633,3.0226,7.66528
-9.35736,3.0186,-1.82426
8.13287,3.0146,-4.97681
